judul,lemmatized,kategori,tanggal_upload,waktu_upload,link_berita
Pahami Bahaya Mengekor Ambulans dan Kendaraan Prioritas,paham bahaya ekor ambulans kendara prioritas,OTOMOTIF,28/01/2022, 20:12 WIB,https://otomotif.kompas.com/read/2022/01/28/201200715/pahami-bahaya-mengekor-ambulans-dan-kendaraan-prioritas
"Kasus Covid-19 di Bali Meningkat, Gubernur Koster: Kemungkinan Besar Ini Omicron",covid bal tingkat gubernur koster besar omicron,REGIONAL,28/01/2022, 20:11 WIB,https://denpasar.kompas.com/read/2022/01/28/201103178/kasus-covid-19-di-bali-meningkat-gubernur-koster-kemungkinan-besar-ini
2 Cara Olah Seafood agar Aman Dikirim ke Luar Kota,olah seafood aman kirim kota,FOOD,28/01/2022, 20:09 WIB,https://www.kompas.com/food/read/2022/01/28/200900675/2-cara-olah-seafood-agar-aman-dikirim-ke-luar-kota
"Sulawesi Jadi Pusat Lokasi Penemuan Spesies Baru Tahun 2021, Ini Daftar Flora dan Fauna",sulawesi pusat lokasi temu spesies daftar flora fauna,SAINS,28/01/2022, 20:05 WIB,https://www.kompas.com/sains/read/2022/01/28/200500323/sulawesi-jadi-pusat-lokasi-penemuan-spesies-baru-tahun-2021-ini-daftar
"Di Forum G20, Indonesia Minta AS hingga China Sampaikan Rencana Tapering Off",forum g indonesia as hingga china rencana tapering off,MONEY,28/01/2022, 20:05 WIB,https://money.kompas.com/read/2022/01/28/200500626/di-forum-g20-indonesia-minta-as-hingga-china-sampaikan-rencana-tapering-off
Cara Ampuh Mencegah Kelabang Masuk ke Rumah,ampuh cegah kelabang masuk rumah,HOMEY,28/01/2022, 20:05 WIB,https://www.kompas.com/homey/read/2022/01/28/200500776/cara-ampuh-mencegah-kelabang-masuk-ke-rumah
"Spesifikasi Pistol G2 Premium Garapan Pindad, Harganya Puluhan Juta Rupiah",spesifikasi pistol g premium garap pindad harga puluh juta rupiah,TREN,28/01/2022, 20:05 WIB,https://www.kompas.com/tren/read/2022/01/28/200500865/spesifikasi-pistol-g2-premium-garapan-pindad-harganya-puluhan-juta-rupiah
"Crazy Rich Surabaya Tom Liwafa Borong Minyak Goreng, lalu Dibagikan ke Ibu-ibu",crazy rich surabaya tom liwafa borong minyak goreng bagi,REGIONAL,28/01/2022, 20:04 WIB,https://surabaya.kompas.com/read/2022/01/28/200403578/crazy-rich-surabaya-tom-liwafa-borong-minyak-goreng-lalu-dibagikan-ke-ibu
Harga Minyak Goreng di Pasar Tradisional Pematangsiantar Masih Mahal,harga minyak goreng pasar tradisional pematangsiantar mahal,REGIONAL,28/01/2022, 20:03 WIB,https://medan.kompas.com/read/2022/01/28/200339378/harga-minyak-goreng-di-pasar-tradisional-pematangsiantar-masih-mahal
"Gempa Bumi M 5,2 Guncang Malang, Ini Keterangan Warga hingga Penjelasan BMKG",gempa bumi m guncang malang terang warga hingga jelas bmkg,REGIONAL,28/01/2022, 20:03 WIB,https://surabaya.kompas.com/read/2022/01/28/200336678/gempa-bumi-m-52-guncang-malang-ini-keterangan-warga-hingga-penjelasan-bmkg
"Wali Kota Pertama Bogor dan Sebutan yang Berbeda dari Zaman Belanda, Jepang, hingga Kemerdekaan ",wali kota bogor sebut beda zaman belanda jepang hingga merdeka,REGIONAL,28/01/2022, 20:01 WIB,https://bandung.kompas.com/read/2022/01/28/200107678/wali-kota-pertama-bogor-dan-sebutan-yang-berbeda-dari-zaman-belanda-jepang
"8 Penyebab Suara Serak, Tak Hanya Tenggorokan Kering",sebab serak tak tenggorok kering,HEALTH,28/01/2022, 20:01 WIB,https://health.kompas.com/read/2022/01/28/200100568/8-penyebab-suara-serak-tak-hanya-tenggorokan-kering
ISIS Kumpulkan Kekuatan Tempur di Utara Irak,isis kumpul kuat tempur utara irak,GLOBAL,28/01/2022, 20:01 WIB,https://www.kompas.com/global/read/2022/01/28/200100270/isis-kumpulkan-kekuatan-tempur-di-utara-irak
"Kini, Kemasan Makanan di KAI Terbuat dari Kertas dan Serat Jagung",kemas makan kai buat kertas serat jagung,PROPERTI,28/01/2022, 20:00 WIB,https://www.kompas.com/properti/read/2022/01/28/200000221/kini-kemasan-makanan-di-kai-terbuat-dari-kertas-dan-serat-jagung
16 Anggota Asprov PSSI DKI Ingatkan Pelaksanaan Kongres,anggota asprov pssi dki ingat laksana kongres,BOLA,28/01/2022, 20:00 WIB,https://bola.kompas.com/read/2022/01/28/20000028/16-anggota-asprov-pssi-dki-ingatkan-pelaksanaan-kongres
"Cegah Kerumunan, Puskesmas Aren Jaya Batasi Kuota Vaksinasi Booster 100 Orang Per Hari",cegah kerumun puskesmas aren jaya batas kuota vaksinasi booster orang,NEWS,28/01/2022, 19:57 WIB,https://megapolitan.kompas.com/read/2022/01/28/19575731/cegah-kerumunan-puskesmas-aren-jaya-batasi-kuota-vaksinasi-booster-100
"Jokowi: ASN Perlu Difasilitasi Lingkungan Kerja yang ""Smart"", Nyaman, Produktif",jokowi asn fasilitas lingkung kerja smart nyaman produktif,NEWS,28/01/2022, 19:55 WIB,https://nasional.kompas.com/read/2022/01/28/19555851/jokowi-asn-perlu-difasilitasi-lingkungan-kerja-yang-smart-nyaman-produktif
UMKM Mau Punya Website Sendiri? Cek Solusi Mudah dan Murah Berikut,umkm website cek solusi mudah murah,MONEY,28/01/2022, 19:55 WIB,https://money.kompas.com/read/2022/01/28/195519226/umkm-mau-punya-website-sendiri-cek-solusi-mudah-dan-murah-berikut
Kasus Covid-19 Varian Omicron di Jakarta Didominasi Transmisi Lokal,covid varian omicron jakarta dominasi transmisi lokal,NEWS,28/01/2022, 19:55 WIB,https://megapolitan.kompas.com/read/2022/01/28/19550371/kasus-covid-19-varian-omicron-di-jakarta-didominasi-transmisi-lokal
"2 Siswa Positif Covid-19, PTM di SMPN 5 Ngawi Dihentikan",siswa positif covid ptm smpn ngawi henti,REGIONAL,28/01/2022, 19:51 WIB,https://surabaya.kompas.com/read/2022/01/28/195107478/2-siswa-positif-covid-19-ptm-di-smpn-5-ngawi-dihentikan
Paris Hilton Kenakan Tiara Rancangan Rinaldy Yunardi ,paris hilton kena tiara rancang rinaldy yunardi,HYPE,28/01/2022, 19:49 WIB,https://www.kompas.com/hype/read/2022/01/28/194929966/paris-hilton-kenakan-tiara-rancangan-rinaldy-yunardi
"Kapolda Maluku: Apa Pun Alasannya, Masyarakat Tidak Boleh Pegang Senjata, Ini Sangat Berbahaya",kapolda malu alas masyarakat pegang senjata bahaya,REGIONAL,28/01/2022, 19:46 WIB,https://regional.kompas.com/read/2022/01/28/194650678/kapolda-maluku-apa-pun-alasannya-masyarakat-tidak-boleh-pegang-senjata-ini
"Pengemudi Tak Sengaja Injak Pedal Gas, Mobil Sedan Terperosok ke Kali di Ciputat",kemudi tak sengaja injak pedal gas mobil sedan perosok ciputat,NEWS,28/01/2022, 19:45 WIB,https://megapolitan.kompas.com/read/2022/01/28/19450981/pengemudi-tak-sengaja-injak-pedal-gas-mobil-sedan-terperosok-ke-kali-di
"Ular Tanah, Salah Satu Ular Berbisa yang Banyak Masuk Rumah",ular tanah salah ular bisa masuk rumah,SAINS,28/01/2022, 19:45 WIB,https://www.kompas.com/sains/read/2022/01/28/194500823/ular-tanah-salah-satu-ular-berbisa-yang-banyak-masuk-rumah
"Mulai dari Analog sampai Talking Watch, Ini 7 Jenis Jam Tangan Pria yang Bikin Penampilan Makin Keren",analog talking watch jenis jam tangan pria bikin tampil keren,LIFESTYLE,28/01/2022, 19:44 WIB,https://lifestyle.kompas.com/read/2022/01/28/194421020/mulai-dari-analog-sampai-talking-watch-ini-7-jenis-jam-tangan-pria-yang
"Gempa M 5,2 Guncang Malang, Tak Berpotensi Tsunami",gempa m guncang malang tak potensi tsunami,REGIONAL,28/01/2022, 19:42 WIB,https://surabaya.kompas.com/read/2022/01/28/194211778/gempa-m-52-guncang-malang-tak-berpotensi-tsunami
Takaeda Eks Drive Padukan Rock dan EDM di Lagu Terbarunya ,takaeda eks drive paduk rock edm lagu baru,HYPE,28/01/2022, 19:42 WIB,https://www.kompas.com/hype/read/2022/01/28/194201366/takaeda-eks-drive-padukan-rock-dan-edm-di-lagu-terbarunya
"""IL Sogno"" Jadi Metal, Isyana Sarasvati Kolaborasi Bareng DeadSquad",il sogno metal isyana sarasvati kolaborasi bareng deadsquad,HYPE,28/01/2022, 19:41 WIB,https://www.kompas.com/hype/read/2022/01/28/194117466/il-sogno-jadi-metal-isyana-sarasvati-kolaborasi-bareng-deadsquad
Mengenal Teknik Engine Brake Mobil Transmisi Manual,kenal teknik engine brake mobil transmisi manual,OTOMOTIF,28/01/2022, 19:41 WIB,https://otomotif.kompas.com/read/2022/01/28/194100415/mengenal-teknik-engine-brake-mobil-transmisi-manual
"Disperindag Sulsel Mengaku Tidak Ada Penimbunan Minyak Goreng, Distributor Hanya Tahan Barang",disperindag sulsel aku timbun minyak goreng distributor tahan barang,REGIONAL,28/01/2022, 19:40 WIB,https://makassar.kompas.com/read/2022/01/28/194050478/disperindag-sulsel-mengaku-tidak-ada-penimbunan-minyak-goreng-distributor
"KAI Services Perluas Bisnis, Dirikan Lokomart di Stasiun Pasar Senen Jakarta",kai services luas bisnis diri lokomart stasiun pasar senen jakarta,MONEY,28/01/2022, 19:40 WIB,https://money.kompas.com/read/2022/01/28/194033726/kai-services-perluas-bisnis-dirikan-lokomart-di-stasiun-pasar-senen-jakarta
"Chile Dituduh Sabotase, Rodrigo: Kami Mau ke Toilet Saja Tak Boleh!",chile tuduh sabotase rodrigo toilet tak,BOLA,28/01/2022, 19:40 WIB,https://bola.kompas.com/read/2022/01/28/19400048/chile-dituduh-sabotase-rodrigo--kami-mau-ke-toilet-saja-tak-boleh-
LPS Pertahankan Tingkat Bunga Penjaminan,lps tahan tingkat bunga jamin,MONEY,28/01/2022, 19:39 WIB,https://money.kompas.com/read/2022/01/28/193936926/lps-pertahankan-tingkat-bunga-penjaminan
Mencicipi Mocktail Asam Segar Bertema Crypto di Senayan Park,cicip mocktail asam segar tema crypto senayan park,FOOD,28/01/2022, 19:36 WIB,https://www.kompas.com/food/read/2022/01/28/193600675/mencicipi-mocktail-asam-segar-bertema-crypto-di-senayan-park
Ini Risiko Bila Berada di Belakang Truk Terlalu lama,risiko truk,OTOMOTIF,28/01/2022, 19:35 WIB,https://otomotif.kompas.com/read/2022/01/28/193543115/ini-risiko-bila-berada-di-belakang-truk-terlalu-lama
"Belum Lunas, Utang Lapindo ke Negara Mencapai Rp 2,23 Triliun",lunas utang lapindo negara capai rp triliun,MONEY,28/01/2022, 19:33 WIB,https://money.kompas.com/read/2022/01/28/193300326/belum-lunas-utang-lapindo-ke-negara-mencapai-rp-2-23-triliun
Polisi Buru Otak Pelaku Pemerkosaan Penyandang Disabilitas di Bogor,polisi buru otak laku perkosa sandang disabilitas bogor,REGIONAL,28/01/2022, 19:32 WIB,https://regional.kompas.com/read/2022/01/28/193205278/polisi-buru-otak-pelaku-pemerkosaan-penyandang-disabilitas-di-bogor
"Nilai Ekspor Kopi Jawa Barat Baru 40 Juta Dollar AS, BI: Potensinya Bisa Lebih Besar",nilai ekspor kopi jawa barat juta dollar as bi potensi besar,MONEY,28/01/2022, 19:31 WIB,https://money.kompas.com/read/2022/01/28/193156926/nilai-ekspor-kopi-jawa-barat-baru-40-juta-dollar-as-bi-potensinya-bisa-lebih
"Ramai Promo 4 Ayam Krispy McD Rp 45.000, Begini Cara Dapatnya",ramai promo ayam krispy mcd rp dapat,TREN,28/01/2022, 19:30 WIB,https://www.kompas.com/tren/read/2022/01/28/193000065/ramai-promo-4-ayam-krispy-mcd-rp-45.000-begini-cara-dapatnya
Macam-Macam Kelainan Gigi Pada Anak,lain gigi anak,SAINS,28/01/2022, 19:30 WIB,https://www.kompas.com/sains/read/2022/01/28/193000123/macam-macam-kelainan-gigi-pada-anak
Menilik Sejarah Awal Konflik Rusia-Ukraina,tilik sejarah konflik rusia ukraina,GLOBAL,28/01/2022, 19:30 WIB,https://www.kompas.com/global/read/2022/01/28/193000670/menilik-sejarah-awal-konflik-rusia-ukraina
Korban Bencana di NTT dan NTB Bakal Punya Rumah Baru Maret 2022,korban bencana ntt ntb rumah maret,PROPERTI,28/01/2022, 19:30 WIB,https://www.kompas.com/properti/read/2022/01/28/193000821/korban-bencana-di-ntt-dan-ntb-bakal-punya-rumah-baru-maret-2022
Tanda-tanda Realme C31 Segera Masuk Indonesia,tanda tanda realme c masuk indonesia,TEKNO,28/01/2022, 19:30 WIB,https://tekno.kompas.com/read/2022/01/28/19300077/tanda-tanda-realme-c31-segera-masuk-indonesia
"Merasa Takut hingga Bahagia, Ini 7 Gerakan Ekor Kucing dan Artinya ",takut hingga bahagia gerak ekor kucing,HOMEY,28/01/2022, 19:28 WIB,https://www.kompas.com/homey/read/2022/01/28/192800676/merasa-takut-hingga-bahagia-ini-7-gerakan-ekor-kucing-dan-artinya-
"Kembangkan Kerja Sama Sektor Energi, UGM Gandeng Subholding Gas Pertamina ",kembang kerja sektor energi ugm gandeng subholding gas pertamina,MONEY,28/01/2022, 19:26 WIB,https://money.kompas.com/read/2022/01/28/192646526/kembangkan-kerja-sama-sektor-energi-ugm-gandeng-subholding-gas-pertamina
"Masa Isolasi Pasien Covid-19 di MAN 2 Kota Malang Hampir Selesai, Ini kata Dinkes",isolasi pasien covid man kota malang selesai dinkes,REGIONAL,28/01/2022, 19:24 WIB,https://surabaya.kompas.com/read/2022/01/28/192433978/masa-isolasi-pasien-covid-19-di-man-2-kota-malang-hampir-selesai-ini-kata
"278 Kendaraan Anggota Ormas yang Demo di Mapolda Jabar Disita, Polisi Temukan Senjata Tajam hingga Alat untuk Berkelahi",kendara anggota ormas demo mapolda jabar sita polisi temu senjata tajam hingga alat kelahi,REGIONAL,28/01/2022, 19:22 WIB,https://bandung.kompas.com/read/2022/01/28/192200178/278-kendaraan-anggota-ormas-yang-demo-di-mapolda-jabar-disita-polisi-temukan
"Golkar Gelar Baksos di Salatiga, Jateng, Warga: Kami Sekarang Kenal Pak Airlangga",golkar gelar baksos salatiga jateng warga kenal airlangga,NEWS,28/01/2022, 19:21 WIB,https://regional.kompas.com/read/2022/01/28/19214061/golkar-gelar-baksos-di-salatiga-jateng-warga-kami-sekarang-kenal-pak
"3 Prajurit Gugur Ditembak KKB, Panglima TNI Bantah Ada Upaya Provokasi: Kami Diserang",prajurit gugur tembak kkb panglima tni bantah upaya provokasi serang,REGIONAL,28/01/2022, 19:21 WIB,https://regional.kompas.com/read/2022/01/28/192116978/3-prajurit-gugur-ditembak-kkb-panglima-tni-bantah-ada-upaya-provokasi-kami
Truk ODOL Seharusnya Didenda Ratusan Juta Rupiah,truk odol denda ratus juta rupiah,OTOMOTIF,28/01/2022, 19:21 WIB,https://otomotif.kompas.com/read/2022/01/28/192100415/truk-odol-seharusnya-didenda-ratusan-juta-rupiah
Kata Ronaldo Kwateh dan Marselino Ferdinan Usai Catat Debut Bersejarah di Timnas Indonesia,ronaldo kwateh marselino ferdinan catat debut sejarah timnas indonesia,BOLA,28/01/2022, 19:20 WIB,https://bola.kompas.com/read/2022/01/28/19200028/kata-ronaldo-kwateh-dan-marselino-ferdinan-usai-catat-debut-bersejarah-di-timnas
"Pemerintah Terapkan DMO dan DPO Minyak Goreng, YLKI: Kenapa Tidak dari Kemarin-Kemarin?",perintah terap dmo dpo minyak goreng ylki kemarin kemarin,MONEY,28/01/2022, 19:19 WIB,https://money.kompas.com/read/2022/01/28/191900826/pemerintah-terapkan-dmo-dan-dpo-minyak-goreng-ylki--kenapa-tidak-dari-kemarin
"Sebuah Rumah di Grobogan Meledak, Diduga akibat Petasan",rumah grobogan ledak duga akibat petas,REGIONAL,28/01/2022, 19:18 WIB,https://regional.kompas.com/read/2022/01/28/191831678/sebuah-rumah-di-grobogan-meledak-diduga-akibat-petasan
PT KAI Daop 1 Berinovasi Hadirkan Fasilitas Ruang Tunggu yang Instagramable,pt kai daop inovasi hadir fasilitas ruang tunggu instagramable,NEWS,28/01/2022, 19:17 WIB,https://megapolitan.kompas.com/read/2022/01/28/19175041/pt-kai-daop-1-berinovasi-hadirkan-fasilitas-ruang-tunggu-yang
Cara Cek dan Download Sertifikat Vaksin Internasional Standar WHO di PeduliLindungi,cek download sertifikat vaksin internasional standar who pedulilindungi,TREN,28/01/2022, 19:16 WIB,https://www.kompas.com/tren/read/2022/01/28/191658765/cara-cek-dan-download-sertifikat-vaksin-internasional-standar-who-di
Nikita Mirzani Ungkap Hubungannya dengan Wijin,nikita mirzani hubung wijin,HYPE,28/01/2022, 19:15 WIB,https://www.kompas.com/hype/read/2022/01/28/191558466/nikita-mirzani-ungkap-hubungannya-dengan-wijin
Lirik dan Chord Lagu G.U.Y. dari Lady Gaga,lirik chord lagu g u y lady gaga,HYPE,28/01/2022, 19:15 WIB,https://www.kompas.com/hype/read/2022/01/28/191500266/lirik-dan-chord-lagu-g.u.y.-dari-lady-gaga
Studi: Bahan Kimia dalam Produk Plastik Bisa Memicu Kenaikan Berat Badan,studi bahan kimia produk plastik picu naik berat badan,SAINS,28/01/2022, 19:15 WIB,https://www.kompas.com/sains/read/2022/01/28/191500823/studi--bahan-kimia-dalam-produk-plastik-bisa-memicu-kenaikan-berat-badan
Polisi London Bantah Tunda Penyelidikan Skandal Pesta PM Inggris Boris Johnson,polisi london bantah tunda selidik skandal pesta pm inggris boris johnson,GLOBAL,28/01/2022, 19:15 WIB,https://www.kompas.com/global/read/2022/01/28/191500070/polisi-london-bantah-tunda-penyelidikan-skandal-pesta-pm-inggris-boris
Panglima TNI Jenderal Andika Perkasa Perintahkan Kejar Anggota KKB Penembak 3 Prajurit TNI,panglima tni jenderal andika perkasa perintah kejar anggota kkb tembak prajurit tni,REGIONAL,28/01/2022, 19:14 WIB,https://regional.kompas.com/read/2022/01/28/191459778/panglima-tni-jenderal-andika-perkasa-perintahkan-kejar-anggota-kkb-penembak
Indonesia Siap Sampaikan Komitmen Jadi Pusat Produksi Vaksin Global di Pertemuan G20,indonesia komitmen pusat produksi vaksin global temu g,MONEY,28/01/2022, 19:13 WIB,https://money.kompas.com/read/2022/01/28/191332326/indonesia-siap-sampaikan-komitmen-jadi-pusat-produksi-vaksin-global-di
"HT Madura United Vs PSIS: Dibuka Gol Tendangan Bebas, Laskar Sape Kerrab Unggul 2-1",ht madura united vs psis buka gol tendang bebas laskar sape kerrab unggul,BOLA,28/01/2022, 19:13 WIB,https://bola.kompas.com/read/2022/01/28/19132228/ht-madura-united-vs-psis-dibuka-gol-tendangan-bebas-laskar-sape-kerrab-unggul-2
"BOR RS Rujukan Covid-19 di Bekasi Melonjak, Pekan Lalu 7 Persen, Kini Nyaris 22 Persen",bor rs rujuk covid bekas lonjak pekan persen persen,NEWS,28/01/2022, 19:12 WIB,https://megapolitan.kompas.com/read/2022/01/28/19125371/bor-rs-rujukan-covid-19-di-bekasi-melonjak-pekan-lalu-7-persen-kini
"Pakai Helm untuk Keselamatan, Jangan karena Takut Ditilang",pakai helm selamat takut tilang,OTOMOTIF,28/01/2022, 19:12 WIB,https://otomotif.kompas.com/read/2022/01/28/191200815/pakai-helm-untuk-keselamatan-jangan-karena-takut-ditilang
Sultan Tak Menutup Kemungkinan Omicron Sudah Masuk di Yogyakarta,sultan tak tutup omicron masuk yogyakarta,REGIONAL,28/01/2022, 19:11 WIB,https://yogyakarta.kompas.com/read/2022/01/28/191119378/sultan-tak-menutup-kemungkinan-omicron-sudah-masuk-di-yogyakarta
"4 Beda Rajungan dan Kepiting, Penjelasan dari Penjual ",beda rajungan kepiting jelas jual,FOOD,28/01/2022, 19:11 WIB,https://www.kompas.com/food/read/2022/01/28/191100975/4-beda-rajungan-dan-kepiting-penjelasan-dari-penjual-
Polri Akan Jemput Paksa Edy Mulyadi jika Tak Hadiri Panggilan Kedua,polri jemput paksa edy mulyadi tak hadir panggil,NEWS,28/01/2022, 19:09 WIB,https://nasional.kompas.com/read/2022/01/28/19095651/polri-akan-jemput-paksa-edy-mulyadi-jika-tak-hadiri-panggilan-kedua
"Angin Puting Beliung Terjang Blitar, 15 Rumah dan 1 Mobil Tertimpa Pohon Tumbang",angin puting beliung terjang blitar rumah mobil timpa pohon tumbang,REGIONAL,28/01/2022, 19:09 WIB,https://surabaya.kompas.com/read/2022/01/28/190911578/angin-puting-beliung-terjang-blitar-15-rumah-dan-1-mobil-tertimpa-pohon
Kadisdik Kota Tangerang: Jangan Sampai karena PTM Ada yang Terpapar Covid-19,kadisdik kota tangerang ptm papar covid,NEWS,28/01/2022, 19:09 WIB,https://megapolitan.kompas.com/read/2022/01/28/19090801/kadisdik-kota-tangerang-jangan-sampai-karena-ptm-ada-yang-terpapar-covid
"Tren Harga Emas Turun Terus, Kenapa?",tren harga emas turun,MONEY,28/01/2022, 19:09 WIB,https://money.kompas.com/read/2022/01/28/190900426/tren-harga-emas-turun-terus-kenapa-
Lirik Lagu Beg For You - Charli XCX dan Rina Sawayama,lirik lagu beg for you charli xcx rina sawayama,HYPE,28/01/2022, 19:07 WIB,https://www.kompas.com/hype/read/2022/01/28/190749666/lirik-lagu-beg-for-you-charli-xcx-dan-rina-sawayama
"RI Jadi Tuan Rumah Forum PBB, Bakal Ada 4.000 Tamu dari 193 Negara ",ri tuan rumah forum pbb tamu negara,NEWS,28/01/2022, 19:06 WIB,https://nasional.kompas.com/read/2022/01/28/19065431/ri-jadi-tuan-rumah-forum-pbb-bakal-ada-4000-tamu-dari-193-negara
"McDonald's Malaysia Juga Kekurangan Kentang Goreng, Terpaksa Batasi Penjualan",mcdonald s malaysia kurang kentang goreng paksa batas jual,GLOBAL,28/01/2022, 19:06 WIB,https://www.kompas.com/global/read/2022/01/28/190600670/mcdonald-s-malaysia-juga-kekurangan-kentang-goreng-terpaksa-batasi
KPAI Minta Orang Tua dan Anak Tetap Diberi Pilihan Melakukan PTM atau Pembelajaran Jarak Jauh,kpai orang tua anak pilih ptm ajar jarak,NEWS,28/01/2022, 19:03 WIB,https://nasional.kompas.com/read/2022/01/28/19032431/kpai-minta-orang-tua-dan-anak-tetap-diberi-pilihan-melakukan-ptm-atau
"Polri Ungkap Peran Dua Tersangka Bentrokan di Sorong, Pelaku Melakukan Penganiayaan",polri peran sangka bentrok sorong laku aniaya,NEWS,28/01/2022, 19:01 WIB,https://nasional.kompas.com/read/2022/01/28/19015901/polri-ungkap-peran-dua-tersangka-bentrokan-di-sorong-pelaku-melakukan
"Akhir Tahun 2021, Pendapatan Samsung Meningkat berkat Ponsel Lipat",dapat samsung tingkat berkat ponsel lipat,TEKNO,28/01/2022, 19:01 WIB,https://tekno.kompas.com/read/2022/01/28/19010077/akhir-tahun-2021-pendapatan-samsung-meningkat-berkat-ponsel-lipat
Hitung Konsumsi BBM Hyundai Creta Saat Pengujian di Bali,hitung konsumsi bbm hyundai creta uji bal,OTOMOTIF,28/01/2022, 19:01 WIB,https://otomotif.kompas.com/read/2022/01/28/190100115/hitung-konsumsi-bbm-hyundai-creta-saat-pengujian-di-bali
